Package,Source,MD5sum,SHA256,Binary,Version,Maintainer,Build-Depends,Directory
gemrb-icewind-dale-2-data,gemrb,9633d12d04001619976119df7f1d503c,96920985b3666cb038a3f4aa60be53c362c5fc41a0b8eee58c5213e9f16e7432,"gemrb, libgemrb, gemrb-doc, gemrb-data, gemrb-baldurs-gate-data, gemrb-baldurs-gate, gemrb-baldurs-gate-2-data, gemrb-baldurs-gate-2, gemrb-icewind-dale-data, gemrb-icewind-dale, gemrb-icewind-dale-2-data, gemrb-icewind-dale-2, gemrb-planescape-torment-data, gemrb-planescape-torment",0.9.0+dfsg-1,Beren Minor <beren.minor+debian@gmail.com>,"debhelper-compat (= 13), cmake, python3-dev, libsdl2-dev, libsdl2-mixer-dev, libz-dev, libopenal-dev, libpng-dev, libogg-dev, libvorbis-dev, libvlc-dev, libfreetype6-dev, dh-python",pool/contrib/g/gemrb
gemrb-icewind-dale-data,gemrb,40a814c2de7a9e865fde185e9da278f3,038ac6da75bbee43e6d09a6c5a475fcea320fe6515de1320934ab015192d34a8,"gemrb, libgemrb, gemrb-doc, gemrb-data, gemrb-baldurs-gate-data, gemrb-baldurs-gate, gemrb-baldurs-gate-2-data, gemrb-baldurs-gate-2, gemrb-icewind-dale-data, gemrb-icewind-dale, gemrb-icewind-dale-2-data, gemrb-icewind-dale-2, gemrb-planescape-torment-data, gemrb-planescape-torment",0.9.0+dfsg-1,Beren Minor <beren.minor+debian@gmail.com>,"debhelper-compat (= 13), cmake, python3-dev, libsdl2-dev, libsdl2-mixer-dev, libz-dev, libopenal-dev, libpng-dev, libogg-dev, libvorbis-dev, libvlc-dev, libfreetype6-dev, dh-python",pool/contrib/g/gemrb
gemrb-planescape-torment-data,gemrb,5b6dbdee2cea49bad74498b9221af56f,8039333bd232eb69a0d889d102684382d099fb029fab09041810646f75a78c25,"gemrb, libgemrb, gemrb-doc, gemrb-data, gemrb-baldurs-gate-data, gemrb-baldurs-gate, gemrb-baldurs-gate-2-data, gemrb-baldurs-gate-2, gemrb-icewind-dale-data, gemrb-icewind-dale, gemrb-icewind-dale-2-data, gemrb-icewind-dale-2, gemrb-planescape-torment-data, gemrb-planescape-torment",0.9.0+dfsg-1,Beren Minor <beren.minor+debian@gmail.com>,"debhelper-compat (= 13), cmake, python3-dev, libsdl2-dev, libsdl2-mixer-dev, libz-dev, libopenal-dev, libpng-dev, libogg-dev, libvorbis-dev, libvlc-dev, libfreetype6-dev, dh-python",pool/contrib/g/gemrb
google-android-m2repository-installer,google-android-m2repository-installer,13a927bc321d450783990a4de18589c8,b1064fe00a44056591a2c65c05e4603acca15c4eb8b636b7fffff2aadf70fcc9,google-android-m2repository-installer,41+r1,Android tools Maintainer <android-tools-devel@lists.alioth.debian.org>,debhelper (>= 9),pool/contrib/g/google-android-m2repository-installer
google-android-sdk-docs-installer,google-android-sdk-docs-installer,29f073d7506f4d97668918680a64f724,d47c16b7fb506ba597fca2694746c26b5942aeeaa76a1bc5bcccc6e2d61619e4,google-android-sdk-docs-installer,24+r3,Android tools Maintainer <android-tools-devel@lists.alioth.debian.org>,debhelper (>= 9),pool/contrib/g/google-android-sdk-docs-installer
gpustat,gpustat,20e582be9fc12b498c194c4a3360c527,f70b98542ca040e4aa88e579b8101f154dba90b2fbed7a41355510a0a27d1d01,gpustat,1.0.0-1,Debian NVIDIA Maintainers <pkg-nvidia-devel@lists.alioth.debian.org>,"debhelper-compat (= 13), dh-python, python3-all, python3-blessed, python3-blessings <!nocheck>, python3-mockito <!nocheck>, python3-psutil, python3-pynvml (>= 11.450.129), python3-pytest <!nocheck>, python3-pytest-runner, python3-setuptools, python3-six",pool/contrib/g/gpustat
hashcat-nvidia,hashcat-meta,009bb5dd49c0404b44121abd78f1afca,78c952014dc273cc1079e65265ebe7d4cc330042ca4d97f618808693d484f32b,hashcat-nvidia,20210201,Debian Security Tools <team+pkg-security@tracker.debian.org>,debhelper-compat (= 13),pool/contrib/h/hashcat-meta
horae,horae,69628f8d5246e39650e38ef9f97dc9ef,7e8d54153cebfc128b9e0e7cdc01eaf9664a8e5935899493037ebf6830593c8b,horae,071~svn537+ds1-1,Debian PaN Maintainers <debian-pan-maintainers@alioth-lists.debian.net>,debhelper-compat (= 13),pool/contrib/h/horae
hts-voice-nitech-jp-atr503-m001,hts-voice-nitech-jp-atr503-m001,7d065ed474c2b7ac0cd835331fe2f5d3,b93783792cc0cf0eeeed0df43ff710c6eb16170f0fa2ab55f39cae49b398e328,hts-voice-nitech-jp-atr503-m001,1.05-7,HIGUCHI Daisuke (VDR dai) <dai@debian.org>,debhelper-compat (= 13),pool/contrib/h/hts-voice-nitech-jp-atr503-m001
hyperspec,hyperspec,78b866a8c0811fa56208eecb8cc4b952,69296559a75dcec5057fbd59353482ea91f8311aa2be9addab258a870c5f4b95,hyperspec,1.33,Debian Common Lisp Team <debian-common-lisp@lists.debian.org>,"debhelper-compat (= 13), po-debconf",pool/contrib/h/hyperspec
java-package,java-package,91eafc4748f3898f910900127a0b1bed,3b65319509e3989458933bc93c485d7a77ebcd6ed7ca33ea07e437d5e976261a,java-package,0.62,Debian Java Maintainers <pkg-java-maintainers@lists.alioth.debian.org>,debhelper (>= 9),pool/contrib/j/java-package
josm-installer,josm-installer,a6d4bdc41a684214b95e58dc16a6be9e,0c023fed5904ede96ae28fff13f39021bc6d82514a5c8072566e4dcce1d2cf5b,josm-installer,0.0.2+svn18515,Debian GIS Project <pkg-grass-devel@lists.alioth.debian.org>,"debhelper-compat (= 12), python3, python3-flake8, shellcheck, docbook2x, docbook-xsl, docbook-xml, xsltproc",pool/contrib/j/josm-installer
kcemu-common,kcemu,4d0d580d37c54261d80c14d4ded01d04,24d877e30c6f86d76d204bb45a66093a5b17aa5026870f0efb5768484d54bf8c,"kcemu, kcemu-common",0.5.2+dfsg-1,John Paul Adrian Glaubitz <glaubitz@physik.fu-berlin.de>,"debhelper-compat (= 13), libz80ex-dev, libsdl1.2-dev, libsndfile-dev, libvncserver-dev, libtheora-dev, libgtk2.0-dev, automake, autoconf, libxmu-dev, libncurses5-dev, netpbm, imagemagick, dh-autoreconf",pool/contrib/k/kcemu
libdvd-pkg,libdvd-pkg,eb97970907afe4929b0118face001e95,5a07a7cf73e816bab40ea0435b75a39a78eacf336a03a7a28f2aa3710b45be53,libdvd-pkg,1.4.3-1-1,Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>,debhelper-compat (= 13),pool/contrib/libd/libdvd-pkg
librem5-flash-image,librem5-flash-image,3a84500d66efd4d8f51ec5c2fff53dfb,fbc803672d76c924187e9106454637db13ec9ee0f971aec9230568c9da36f2ba,librem5-flash-image,0.0.3-1,DebianOnMobile Maintainers <debian-on-mobile-maintainers@alioth-lists.debian.net>,"debhelper-compat (= 13), appstream, flake8, help2man, python3, python3-coloredlogs, python3-jenkins, python3-requests, python3-tqdm, python3-yaml",pool/contrib/libr/librem5-flash-image
lutris,lutris,dcde04190dc4abfe0b67304cff1a58de,6cd22e83e3f034c9b0f4db609e0f84b1c6ab20148a9c9b2a08125ead61630de6,lutris,0.5.12-1,Debian Games Team <team+pkg-games@tracker.debian.org>,"debhelper-compat (= 12), appstream, dh-sequence-python3, meson",pool/contrib/l/lutris
libmagma-doc,magma,1a57a620533ed467257c3d73b9d6d2c3,14a4e8ae96ede770066ca4bde34dec04c6b1691386247491c0b70ab972c101ed,"libmagma2, libmagma-sparse2, libmagma-dev, libmagma-test, libmagma-doc",2.6.2-1,Debian Science Maintainers <debian-science-maintainers@lists.alioth.debian.org>,"debhelper-compat (= 12), gfortran, libopenblas-dev, nvidia-cuda-toolkit-gcc",pool/contrib/m/magma
mathjax-siunitx,mathjax-siunitx,1ec96d2714b13eab9666f5bdd2ed762f,c775cbf2230da4b68f871cae87a2a2d4d21697e911182a38ac0d917f429a4a6e,mathjax-siunitx,0.1-3,Georges Khaznadar <georgesk@debian.org>,"debhelper-compat (= 13), apache2-dev",pool/contrib/m/mathjax-siunitx
ttf-mscorefonts-installer,msttcorefonts,b3a7279d0dae47d60e8c89d969376d19,8b2d9b10fbddfd3f1083b8a4d7724c766d681ccb8392566c8ffbaf168d3a19f2,ttf-mscorefonts-installer,3.8.1,Thijs Kinkhorst <thijs@debian.org>,debhelper (>= 11),pool/contrib/m/msttcorefonts
muttdown,muttdown,21553163dcbcbcd5d2d595d7f4f3525d,b5471f0b7ecb79b3c8384863607428d678ed2da8bb52bbee8b1b7e3617571afe,muttdown,0.3.5-2,Debian Python Team <team+python@tracker.debian.org>,"debhelper-compat (= 13), dh-python, python3-all, python3-setuptools, python3-pip, python3-pynliner, python3-markdown, python3-yaml, python3-nose, python3-pytest, python3, python3-six, python3-pytest-mock",pool/contrib/m/muttdown
nvidia-cuda-samples,nvidia-cuda-samples,65098da15bf33af478d5093c033e1822,fad5e89ead99dfbd55124180eb56db8e2cea35cedff8e5295e9a23baf73d4134,nvidia-cuda-samples,11.8~dfsg-2,Debian NVIDIA Maintainers <pkg-nvidia-devel@lists.alioth.debian.org>,debhelper-compat (= 13),pool/contrib/n/nvidia-cuda-samples
odpic-doc,odpic,914632d8c7dee06585952aeee8bcb86d,bf1695f294ac6a18a5cc9645c60690d1e75fe6fa081936edc435454dd68a3ed8,"odpic-dev, libodpic4, odpic-doc",4.6.0-1,Joseph Nahmias <jello@debian.org>,debhelper-compat (= 13),pool/contrib/o/odpic
openrct2-data,openrct2,843ee1bc8ec6a932521754b0b093be3a,6c3471498b05e1779178ad935971d49849a37353deb91774db224dc4b7d5747f,"openrct2, openrct2-data",0.4.3+ds-1,Mathias Gibbens <gibmat@debian.org>,"debhelper-compat (= 13), cmake, pkg-config, libssl-dev, libcurl4-openssl-dev, libfontconfig1-dev, libbenchmark-dev, duktape-dev, libzip-dev, libicu-dev, libsdl2-dev, libsdl2-ttf-dev, libspeexdsp-dev, nlohmann-json3-dev (>= 3.6), libgzstream-dev, libflac-dev, libvorbis-dev",pool/contrib/o/openrct2
openrct2-objects,openrct2-objects,234b7892132c7f5d06f61fff82a1575d,5c72f044b0ec9481fd741e1d5f6557ff45f99161ce8c95c90f1e5c01c9fa7c64,openrct2-objects,1.3.7+dfsg-1,Mathias Gibbens <gibmat@debian.org>,"debhelper-compat (= 13), zip",pool/contrib/o/openrct2-objects
openrct2-title-sequences,openrct2-title-sequences,1f5f0f605dc6c98914466b5d14030080,2692632c50d6565fedbfe1373a2166550764a55c3d26e61750617c8335e1eabd,openrct2-title-sequences,0.4.0-2,Mathias Gibbens <mathias@calenhad.com>,"debhelper-compat (= 13), zip",pool/contrib/o/openrct2-title-sequences
play.it,play.it,4e9a92e2307631a4763a003f948fcc8d,bf77137de7d335a7d36b3c06dc3390f5f4c6a31a059f03419a1c2079993ca1e3,play.it,2.15.1-1,Debian Games Team <pkg-games-devel@lists.alioth.debian.org>,"debhelper-compat (= 13), pandoc",pool/contrib/p/play.it
playonlinux,playonlinux,cb5541cafc10f7067ae01002ba45e03c,d9ba050a1b9ed2ffb2324c947d054da7e6443d6f730750198f389fb58efa0b79,playonlinux,4.3.4-3,Debian Games Team <pkg-games-devel@lists.alioth.debian.org>,"debhelper-compat (= 13), dh-sequence-python3, python3, imagemagick",pool/contrib/p/playonlinux
pokemmo-installer,pokemmo-installer,5244e5ef108dde9d22ab157df2c22cb9,888198cd2ecd1aaa8d7e9a5d059819a8d930b573e931fbdd271c3698a853bfff,pokemmo-installer,1.4.8-1,Debian Games Team <pkg-games-devel@lists.alioth.debian.org>,debhelper-compat (= 12),pool/contrib/p/pokemmo-installer
protontricks,protontricks,474a40b2f49f79e8b13fa8e757cdcc7e,c9f89f857d88d2324d4617690cb9bf5f12859c89e97ded02f9c5c6b930461505,protontricks,1.10.2-1,Debian Games Team <team+pkg-games@tracker.debian.org>,"debhelper-compat (= 13), dh-sequence-python3, pybuild-plugin-pyproject, python3-all, python3-setuptools, python3-setuptools-scm, python3-vdf, python3-pytest",pool/contrib/p/protontricks
publicfile-installer,publicfile-installer,ffcb30a64e76fcfe4c7dffbbd3bc3933,78eae3573489d3afaf678dbb9021116782e16d266e396b439a592ee4d2779264,publicfile-installer,0.15,Joost van Baal-Ilić <joostvb@debian.org>,"debhelper-compat (= 12), po-debconf",pool/contrib/p/publicfile-installer
python-pycuda-doc,pycuda,8f9f5237510378269ca1e096fe030f5e,87aaac16ee8f39d3bae6f9504f886e802805d359c76ee7885e9a019f62be8bb1,"python3-pycuda, python-pycuda-doc",2022.2.2~dfsg-2,Debian NVIDIA Maintainers <pkg-nvidia-devel@lists.alioth.debian.org>,"debhelper-compat (= 13), dh-sequence-numpy3, dh-sequence-python3, libboost-python-dev, libboost-thread-dev, mesa-common-dev, nvidia-cuda-toolkit-gcc, pybind11-dev, python3-all-dev, python3-numpy, python3-pybind11, python3-pytools, python3-setuptools",pool/contrib/p/pycuda
python-cx-oracle-doc,python-cx-oracle,acbfa71084fd166fb818379d7dfdb7d6,d922db077fb8ffb62ef6e223f92ece4986ed098fcee816bebcf6bc544adfdf40,"python3-cx-oracle, python-cx-oracle-doc",8.3.0-3,Debian Python Team <team+python@tracker.debian.org>,"debhelper-compat (= 13), dh-python, dh-sequence-sphinxdoc <!nodoc>, odpic-dev, python3-all-dev, python3-setuptools, python3-sphinx <!nodoc>, python3-sphinx-rtd-theme <!nodoc>",pool/contrib/p/python-cx-oracle
python-seqcluster-doc,python-seqcluster,8c46d8dfc26cd486e419d99317195b7e,21e3219b9983565440d0fb9b086f451a8c876ed0483658640d9bd8bc70757701,"python3-seqcluster, seqcluster, python-seqcluster-doc",1.2.9+ds-3,Debian Med Packaging Team <debian-med-packaging@lists.alioth.debian.org>,"debhelper-compat (= 13), dh-python, python3-all, python3-setuptools, python3-toolz, python3-pybedtools, python3-pysam, python3-numpy, python3-progressbar, python3-nose2, python3-myst-parser, python3-biopython, python3-pandas, python3-yaml, python3-mirtop, python3-scipy, samtools, bedtools, mirtop, libjs-jquery-ui, python3-colorlog <!nocheck>, vienna-rna <!nocheck>, python3-sphinx",pool/contrib/p/python-seqcluster
python3-seqcluster,python-seqcluster,2052ca463826cd92a2a59e97ede0712a,0a00fb527d1a0c681ad35fe20557f4e6668e1804e99ccfdf0a5578705678a54d,"python3-seqcluster, seqcluster, python-seqcluster-doc",1.2.9+ds-3,Debian Med Packaging Team <debian-med-packaging@lists.alioth.debian.org>,"debhelper-compat (= 13), dh-python, python3-all, python3-setuptools, python3-toolz, python3-pybedtools, python3-pysam, python3-numpy, python3-progressbar, python3-nose2, python3-myst-parser, python3-biopython, python3-pandas, python3-yaml, python3-mirtop, python3-scipy, samtools, bedtools, mirtop, libjs-jquery-ui, python3-colorlog <!nocheck>, vienna-rna <!nocheck>, python3-sphinx",pool/contrib/p/python-seqcluster
seqcluster,python-seqcluster,f36d1b7ff61e78579a867691a4d30bf1,1b73d17e66e47ff74d95199e72466de8a486e3c8ef15be66f69c3191f9df09ca,"python3-seqcluster, seqcluster, python-seqcluster-doc",1.2.9+ds-3,Debian Med Packaging Team <debian-med-packaging@lists.alioth.debian.org>,"debhelper-compat (= 13), dh-python, python3-all, python3-setuptools, python3-toolz, python3-pybedtools, python3-pysam, python3-numpy, python3-progressbar, python3-nose2, python3-myst-parser, python3-biopython, python3-pandas, python3-yaml, python3-mirtop, python3-scipy, samtools, bedtools, mirtop, libjs-jquery-ui, python3-colorlog <!nocheck>, vienna-rna <!nocheck>, python3-sphinx",pool/contrib/p/python-seqcluster
python3-vertica,python-vertica,ca965c2534677047d27b7a5da802e42f,fc17c61a6dcb2a6e86b6c79991e0359739f1a4ef7a3584340088f0de800cf232,python3-vertica,1.3.0-1,Debian Python Team <team+python@tracker.debian.org>,"debhelper-compat (= 13), dh-python, python3-all, python3-setuptools, python3-dateutil, python3-tz",pool/contrib/p/python-vertica
r4d,r4d,26ddbaa9444414554d73889319f3808d,bfc99c873c94e7ab3f6802389e6c8d6e341c146a45f07c8bf6d47d40d26efd9e,r4d,1.7-3,Debian Python Team <team+python@tracker.debian.org>,"dh-python, debhelper-compat (= 13), python3-all, python3-setuptools, python3-sqlalchemy",pool/contrib/r/r4d
repo,repo,d0d4051c887494d7ebf31788adc94009,58c58ff31907077f297b1dd52a39d82d3a02844f87f121695a678b62804a0e3c,repo,2.31-1,Android tools Maintainer <android-tools-devel@lists.alioth.debian.org>,"bash-completion, debhelper-compat (= 12), dh-python, git (>= 1:2.20.0), gnupg, help2man, python3-all, python3-pytest, python3-setuptools",pool/contrib/r/repo
ruby-googlecharts,ruby-googlecharts,ab10438b8c083adb3f9cf337150a9c33,f4c37a5b4b80cc36e37bd0c5b8cb9fe2a30a5b6a65e0479edd254be180892c62,ruby-googlecharts,1.6.12-1,Debian Ruby Extras Maintainers <pkg-ruby-extras-maintainers@lists.alioth.debian.org>,"debhelper (>= 9), gem2deb",pool/contrib/r/ruby-googlecharts
ruby-graphiql-rails,ruby-graphiql-rails,583aa13001f743992a396c4ede6cab5f,820941253b74a1821e3347f47991fc3cc1aba7b03ce34210e8e149c888e8c587,ruby-graphiql-rails,1.4.10-1,Debian Ruby Extras Maintainers <pkg-ruby-extras-maintainers@lists.alioth.debian.org>,"debhelper (>= 11~), gem2deb, rake, ruby-railties, ruby-sprockets-rails",pool/contrib/r/ruby-graphiql-rails
ruby-spamcheck,ruby-spamcheck,821cfd5187e25dc7bd4a044ee753a9a5,d0c6446b8f3c82e7beec18d6778ddb32fcbf55dc6fd631a0b02fa29732e3fb55,ruby-spamcheck,1.0.0+git20220819.662e6bf-2,Debian Ruby Team <pkg-ruby-extras-maintainers@lists.alioth.debian.org>,"debhelper-compat (= 13), gem2deb (>= 1), ruby-grpc (>= 1.0~), ruby-grpc-tools",pool/contrib/r/ruby-spamcheck
ruby-view-component,ruby-view-component,e960bdf30ff57a343de57a705cf80c88,5f0e8e0aeac8e60886ffda2281a6f21e4beb2ffb85524112dbc07cd11ff2e062,ruby-view-component,2.74.1-1,Debian Ruby Team <pkg-ruby-extras-maintainers@lists.alioth.debian.org>,"debhelper-compat (= 13), gem2deb (>= 1), ruby-activesupport (<< 2:8.0), ruby-activesupport (>= 2:5.0.0), ruby-method-source (>= 1.0), node-prismjs",pool/contrib/r/ruby-view-component
sabnzbdplus,sabnzbdplus,32256cdc00327e4aefee99514f0343d5,89b0f58345172c1d221bd6b2f159a055a5052fb477ace3f87e526d3bb0b518f5,sabnzbdplus,3.7.1+dfsg-2,Jeroen Ploemen <jcfp@debian.org>,"bash-completion, debhelper-compat (= 13), devscripts, dh-python, python3, wget",pool/contrib/s/sabnzbdplus
simplesnap,simplesnap,061426f84092110f017bd9060eab1e13,484c2479ac005febf3a853cff1d75c9cc74d345cb39aeae626b6846e386c8f94,simplesnap,2.1.2,John Goerzen <jgoerzen@complete.org>,debhelper-compat (= 13),pool/contrib/s/simplesnap
sqlcl-package,sqlcl-package,88b4ed81493955da95fa9506948dbd11,80d387b3f2bec7c74c1a043249433ad94d3f03acfb25b3aaee384c383d40e3fb,sqlcl-package,0.1.1,Lazarus Long <lazarus.long@sapo.pt>,debhelper (>= 11),pool/contrib/s/sqlcl-package
sqldeveloper-package,sqldeveloper-package,a12fc7d4dbdc49be6d60acdac0151f01,d4c4931811da8d557f32fd8ccd6742ed52f60cb67f063b112b1b76db9f20e761,sqldeveloper-package,0.5.4,Lazarus Long <lazarus.long@sapo.pt>,debhelper (>= 11),pool/contrib/s/sqldeveloper-package
sugar-etoys-activity,sugar-etoys-activity,14206399f19cd449de186a95261b4bef,51b55c369a52d390c7f1dba5748c767f1f0315a5f11bcefbc51e51aafda0e985,sugar-etoys-activity,116-10,Debian Sugar Team <pkg-sugar-devel@lists.alioth.debian.org>,"debhelper-compat (= 12), dh-sequence-python3, python3, python3-sugar3 (>= 0.118-3~), unzip",pool/contrib/s/sugar-etoys-activity
translate-shell,translate-shell,c1da4096787ffeac95308679ca264399,541233f29c736fc8194822931521fcfabf502c509f2fb36a11a1659425780571,translate-shell,0.9.7.1-1,Andreas Tille <tille@debian.org>,"debhelper-compat (= 13), gawk",pool/contrib/t/translate-shell
uhexen2-common,uhexen2,5c689bfd26e9f8db6a96e02de5b56521,47d43301583695f4fe4832fdb8af394c835848f7c7d7663c8071c34a74a902b1,"uhexen2, uhexen2-common",1.5.9+dfsg-1,gustavo panizzo <gfa@zumbi.com.ar>,"debhelper (>= 11.0.0), dpkg-dev (>= 1.16.1~), libmad0-dev, libogg-dev, libsdl1.2-dev, libvorbis-dev, nasm",pool/contrib/u/uhexen2
uqm-russian,uqm-russian,e2435cb2cffdc0a2c4eda5327aaed846,e9f3760cdcd01236ef42cc921b89fc692eb85dea7db40284c1a1e1a99ad565ac,uqm-russian,1.0.2-6,Dmitry E. Oboukhov <unera@debian.org>,debhelper-compat (= 13),pool/contrib/u/uqm-russian
vmware-manager,vmware-manager,edc2b291fb699a7dbf3fda50d25e2e30,39cac9a67351c2fd43f1633f66e0e5f6ed0d831b8eb20865fdda0396b28ad7ef,vmware-manager,0.2.0-4,Alexander Zangerl <az@debian.org>,"perl (>= 5.10.0), debhelper (>= 10.0.0)",pool/contrib/v/vmware-manager
winetricks,winetricks,a62f7938c140fe39ae1b217f079c359f,8af32d5b0ec348ce68d8062a8288ea540f703292f20149086d14075174506efd,winetricks,20230212-2,Debian Wine Team <debian-wine@lists.debian.org>,debhelper-compat (= 13),pool/contrib/w/winetricks
wnn7egg,wnn7egg,f0b372a5dd77c4160cf7b6ceca16cedf,2a9e28f0fb5de00d292ef6d16bf511c87b881a43851d393a379d7353a0054f10,wnn7egg,1.02-10,Debian QA Group <packages@qa.debian.org>,debhelper-compat (= 13),pool/contrib/w/wnn7egg
zfs-auto-snapshot,zfs-auto-snapshot,86f578355f640e01d84d4c7cca0882cc,775da7e3d2a0fa118ade18539aa445bf00a563bb2a3b5928a44ff5d862147a9d,zfs-auto-snapshot,1.2.4-2,Jonathan Carter <jcc@debian.org>,debhelper (>= 11),pool/contrib/z/zfs-auto-snapshot
pyzfs-doc,zfs-linux,1b44cdbc43520602af7fae12e0f9d953,98f75417d363742b4d98385f411edd306f9b775d3191b569dfc6e739b13dfe17,"libnvpair3linux, libpam-zfs, libuutil3linux, libzfslinux-dev, libzfs4linux, libzfsbootenv1linux, libzpool5linux, python3-pyzfs, pyzfs-doc, zfs-dkms, zfs-initramfs, zfs-dracut, zfsutils-linux, zfs-zed, zfs-test",2.1.11-1,Debian ZFS on Linux maintainers <pkg-zfsonlinux-devel@alioth-lists.debian.net>,"abigail-tools (>= 1.8), debhelper-compat (= 12), dh-python, dh-sequence-dkms, libaio-dev, libblkid-dev, libcurl4-openssl-dev, libelf-dev, libpam0g-dev, libssl-dev | libssl1.0-dev, libtool, libudev-dev, lsb-release, po-debconf, python3-all-dev, python3-cffi, python3-setuptools, python3-sphinx, uuid-dev, zlib1g-dev",pool/contrib/z/zfs-linux
zfs-dkms,zfs-linux,9c5abfacaa3cf211eee0ff554cce55af,3085074fb70c0deb1441a97a6b7aa07e293fb797fdd439f778f9485e665cc75b,"libnvpair3linux, libpam-zfs, libuutil3linux, libzfslinux-dev, libzfs4linux, libzfsbootenv1linux, libzpool5linux, python3-pyzfs, pyzfs-doc, zfs-dkms, zfs-initramfs, zfs-dracut, zfsutils-linux, zfs-zed, zfs-test",2.1.11-1,Debian ZFS on Linux maintainers <pkg-zfsonlinux-devel@alioth-lists.debian.net>,"abigail-tools (>= 1.8), debhelper-compat (= 12), dh-python, dh-sequence-dkms, libaio-dev, libblkid-dev, libcurl4-openssl-dev, libelf-dev, libpam0g-dev, libssl-dev | libssl1.0-dev, libtool, libudev-dev, lsb-release, po-debconf, python3-all-dev, python3-cffi, python3-setuptools, python3-sphinx, uuid-dev, zlib1g-dev",pool/contrib/z/zfs-linux
zfs-dracut,zfs-linux,d1c042b80f89427cbafce92891140527,8f816f1e8e0228ac91aa637ba9fadb4efc0da1a63ef5e2b59f4aa49f3f0de6d6,"libnvpair3linux, libpam-zfs, libuutil3linux, libzfslinux-dev, libzfs4linux, libzfsbootenv1linux, libzpool5linux, python3-pyzfs, pyzfs-doc, zfs-dkms, zfs-initramfs, zfs-dracut, zfsutils-linux, zfs-zed, zfs-test",2.1.11-1,Debian ZFS on Linux maintainers <pkg-zfsonlinux-devel@alioth-lists.debian.net>,"abigail-tools (>= 1.8), debhelper-compat (= 12), dh-python, dh-sequence-dkms, libaio-dev, libblkid-dev, libcurl4-openssl-dev, libelf-dev, libpam0g-dev, libssl-dev | libssl1.0-dev, libtool, libudev-dev, lsb-release, po-debconf, python3-all-dev, python3-cffi, python3-setuptools, python3-sphinx, uuid-dev, zlib1g-dev",pool/contrib/z/zfs-linux
zfs-initramfs,zfs-linux,22147b1a526b41c5bababc683cfa1eed,8320411c868adf78af8cb126e6c1e1b5ecfd59dd0490445455de86ff5deb314e,"libnvpair3linux, libpam-zfs, libuutil3linux, libzfslinux-dev, libzfs4linux, libzfsbootenv1linux, libzpool5linux, python3-pyzfs, pyzfs-doc, zfs-dkms, zfs-initramfs, zfs-dracut, zfsutils-linux, zfs-zed, zfs-test",2.1.11-1,Debian ZFS on Linux maintainers <pkg-zfsonlinux-devel@alioth-lists.debian.net>,"abigail-tools (>= 1.8), debhelper-compat (= 12), dh-python, dh-sequence-dkms, libaio-dev, libblkid-dev, libcurl4-openssl-dev, libelf-dev, libpam0g-dev, libssl-dev | libssl1.0-dev, libtool, libudev-dev, lsb-release, po-debconf, python3-all-dev, python3-cffi, python3-setuptools, python3-sphinx, uuid-dev, zlib1g-dev",pool/contrib/z/zfs-linux
zfsnap,zfsnap,f63dba6c8852eff88ccc50f03b32c61b,a2ac389cffb02735a45f9afa4e6fe22660965e4e549464bf4778f66af61445fa,zfsnap,1.11.1-8.1,John Goerzen <jgoerzen@complete.org>,"debhelper, pandoc",pool/contrib/z/zfsnap
zsnapd,zsnapd,d4e727a555d35591ac075a896a888cc4,cd3f070b6c97e971562a628d139f27e198bd766eaf193ab03a171012a383ccb8,"zsnapd, zsnapd-rcmd",0.8.12-1,Matthew Grant <matt@mattgrant.net.nz>,"debhelper (>= 11), python3-all, dh-python, python3-setuptools, python3",pool/contrib/z/zsnapd
zsnapd-rcmd,zsnapd,cabec2a2c81092bb58903b215169036d,6d2e5af00c109301f3e1ee1fb1241b270f04b1df278e8b9b6259394e88f59096,"zsnapd, zsnapd-rcmd",0.8.12-1,Matthew Grant <matt@mattgrant.net.nz>,"debhelper (>= 11), python3-all, dh-python, python3-setuptools, python3",pool/contrib/z/zsnapd
